Id,SalePrice
1461,127074.39810111176
1462,162637.89180712003
1463,171982.38483735794
1464,187045.10932949974
1465,179712.33883058678
1466,179777.6072516009
1467,179476.218290183
1468,178287.40520464734
1469,191562.65637155488
1470,128724.60709449128
1471,181473.92136871084
1472,95271.18846997207
1473,93402.36286465857
1474,156279.977567742
1475,119444.2729454703
1476,375213.9685583343
1477,279356.57892293186
1478,344426.2084762232
1479,306244.2002352841
1480,524535.8254852263
1481,342607.17745882005
1482,211634.63659984898
1483,174203.91645962754
1484,147960.12224520143
1485,179637.21627699301
1486,205316.21866467514
1487,344752.18499723176
1488,244467.87407206872
1489,227544.78605862797
1490,222872.55448338998
1491,211058.09098947785
1492,89306.67742945478
1493,190906.79726815608
1494,283487.4489776537
1495,319767.1244655782
1496,188274.3162232795
1497,177306.20224872965
1498,129168.38328629748
1499,133266.8187751216
1500,159284.02768012823
1501,166940.20931573748
1502,136245.31721029297
1503,315937.30943912297
1504,235550.11495881432
1505,210454.2190028227
1506,195434.97133977318
1507,255996.02644658205
1508,205717.50793077477
1509,168824.4863100192
1510,146964.97332480634
1511,148923.10851281247
1512,159724.12806545274
1513,153491.97840317865
1514,188293.9306463963
1515,196467.80241610517
1516,175209.1241173749
1517,173734.07352701807
1518,138781.43301405403
1519,216037.58169467855
1520,138881.85382024164
1521,143281.40454676375
1522,160883.3939443959
1523,114334.4354041726
1524,120432.16604660438
1525,123178.97378349028
1526,122516.48636936524
1527,86870.7833023749
1528,142869.3561228293
1529,141527.07026721296
1530,173018.5040583508
1531,98114.32044229319
1532,87934.5411404658
1533,137717.46844811307
1534,121531.12569862595
1535,183234.90183101178
1536,105349.22381504603
1537,89401.90398277839
1538,151086.7345607818
1539,168968.67592032053
1540,121572.34477113701
1541,183741.49727397566
1542,141074.07965496008
1543,227538.06631352904
1544,69105.37166656679
1545,108872.37144162576
1546,133184.0709246652
1547,125844.44805699222
1548,142858.17950451252
1549,111122.64995569248
1550,133845.3929149667
1551,130024.42287270188
1552,134862.13708183053
1553,154073.13220884954
1554,125017.10987139728
1555,172332.23407918183
1556,120683.86513886158
1557,113290.1146927889
1558,96571.31947197941
1559,94122.05915372893
1560,112206.19223147984
1561,134868.1744900782
1562,124677.41729856931
1563,117019.97489652777
1564,166593.20622713212
1565,156190.07152976032
1566,220259.19889385146
1567,68729.15841314003
1568,238156.1800746655
1569,153610.28847528336
1570,132100.97506156136
1571,110774.50445976255
1572,151781.13786179048
1573,312005.8878381061
1574,121736.59419832396
1575,221742.02176362678
1576,218534.6768095272
1577,204530.634168509
1578,140025.22560131826
1579,144868.51101171033
1580,203756.1300464976
1581,139823.9299255712
1582,122651.23030067797
1583,341075.18645975937
1584,241130.03359847475
1585,146141.5101529342
1586,77789.66932748354
1587,98515.58210256886
1588,142039.90317664406
1589,107605.64995147438
1590,117533.04268312546
1591,81101.58224202997
1592,122554.91746531813
1593,124425.0080037335
1594,109405.85149681123
1595,121442.45302632633
1596,231227.22035957398
1597,187264.4124894754
1598,201440.1381425097
1599,157859.53191371763
1600,157221.75421208827
1601,54312.34095667803
1602,138876.57253003347
1603,82166.3493496098
1604,241914.58761917817
1605,268234.5847270593
1606,163818.3658623016
1607,207235.94752335697
1608,235249.75705452333
1609,177608.61117240004
1610,160937.59348947537
1611,143870.42587860953
1612,170741.4760920379
1613,171121.11128805554
1614,116420.84542647384
1615,72125.27000129817
1616,71391.75455532869
1617,80128.5230430079
1618,121042.88328010641
1619,126190.20007753142
1620,182096.1143928372
1621,138656.30837963647
1622,150919.39234467165
1623,272093.0977063731
1624,230714.5161110271
1625,131361.36727930466
1626,183733.10909602803
1627,179911.7185932792
1628,301843.1732329953
1629,183247.6630550009
1630,352010.1236409508
1631,216887.53305915633
1632,252296.0642288207
1633,166189.13276666772
1634,168225.10355817265
1635,182808.383493786
1636,152705.3097821587
1637,179642.13113048451
1638,192832.58153992088
1639,190775.32235003295
1640,285301.4361441142
1641,207435.85102911614
1642,201939.77389090517
1643,223202.49978947916
1644,241965.02308761168
1645,167942.55601750518
1646,171924.68455664994
1647,172723.28537255147
1648,134333.89848490834
1649,130704.95390475413
1650,114505.74668360312
1651,122977.34491238224
1652,111504.59347645754
1653,94067.16440181073
1654,163892.60515002251
1655,156696.63664444746
1656,154838.6390636214
1657,156215.86072573773
1658,155534.03085047498
1659,128894.83296976962
1660,157453.0402337933
1661,584243.0072120609
1662,484826.99672421167
1663,438620.1190751254
1664,522692.8338669566
1665,371378.8356916524
1666,333048.5797444179
1667,429203.4746286036
1668,396527.60873140197
1669,296034.666969779
1670,387496.852316567
1671,278066.08207403636
1672,500833.3567680874
1673,288482.4689868199
1674,243692.2921996083
1675,175121.2460196505
1676,166716.22954112836
1677,227851.16448233914
1678,496523.2829552658
1679,375317.7294775473
1680,354489.9866734752
1681,253644.49558299046
1682,299962.2605272513
1683,169838.27409241835
1684,189719.66459532044
1685,183433.4667052864
1686,169884.61977563213
1687,173078.598385243
1688,206126.18033939676
1689,208979.16777736464
1690,188277.09274517046
1691,182079.76366270194
1692,277585.54540143255
1693,169814.5201457519
1694,182635.1087921438
1695,154463.5330574258
1696,303465.87595450046
1697,153555.57340007005
1698,370845.2945123653
1699,342163.3566164843
1700,244637.3767875878
1701,297479.5622916615
1702,297885.9897054514
1703,276919.26976744377
1704,307620.9736850834
1705,250939.94293594113
1706,495346.72281174385
1707,215169.03281498392
1708,218393.12415254622
1709,304308.0251661213
1710,225529.8205303059
1711,269517.5284014305
1712,303259.69423763186
1713,267902.73371872964
1714,234169.7259024157
1715,217550.3788364397
1716,206739.01947251306
1717,157650.12600487546
1718,135168.16116963202
1719,204657.94621653558
1720,261031.8904053888
1721,153151.94509018754
1722,120693.40046609068
1723,150904.08781683675
1724,208649.91918390593
1725,273662.44975226256
1726,170084.90589989306
1727,157794.00909666426
1728,178256.51866506733
1729,163793.5290139226
1730,157537.05823667737
1731,115111.04419812547
1732,125725.25949273446
1733,116878.62854174762
1734,128312.35921076553
1735,135556.4688756217
1736,106822.98859206177
1737,344105.89004471473
1738,222433.205633596
1739,260496.7582754615
1740,177947.38605156587
1741,177306.29062473963
1742,167024.74322345114
1743,164762.45903172888
1744,297373.23759594304
1745,243587.80601912946
1746,204194.00978536202
1747,223264.54919809347
1748,237115.2165604591
1749,163714.1477763791
1750,146745.9655918205
1751,271113.78877757123
1752,119809.23894105892
1753,138721.37651204722
